station_id,name,lat,lon
7000,Ft. York / Capreol Crt.,43.639832,-79.395954
7021,Bay St / Albert St,43.653264,-79.382458
7028,Gould St / Mutual St,43.6582,-79.3768
7057,Simcoe St / Wellington St W,43.645533,-79.3854
7001,Lower Jarvis St / The Esplanade,43.647992,-79.370907
7003,Madison Ave / Bloor St W,43.667158,-79.402761
7012,Elizabeth St / Edward St,43.656026,-79.385327
7018,Bremner Blvd / Rees St,43.641529,-79.386741
7026,Bay St / St. Joseph St,43.665527,-79.387499
7029,Bay St / Bloor St W,43.669429,-79.389326
7032,Augusta Ave / Dundas St W,43.652473,-79.401456
7034,Church St / Bloor St E,43.671389,-79.382919
7038,Dundas St / Yonge St,43.656094,-79.381484
7044,Church St / Alexander St,43.6636,-79.3806
7046,Niagara St. / Richmond St. W.,43.64534,-79.409597
7055,Jarvis St / Carlton St,43.66207,-79.37617
7059,Front St W / Blue Jays Way,43.643473,-79.390477
7065,Dundas St / Parliament St,43.659575,-79.365769
7073,Bremner / Spadina,43.640903,-79.392895
7079,McGill St / Church St,43.660694,-79.379052
7083,Danforth/Barrington,43.688325,-79.300463
7084,Stephenson/Main,43.68704,-79.301915
7085,Danforth/Westlake,43.687393,-79.303888
7088,Danforth/Coxwell,43.683378,-79.322961
7090,Danforth/Lamb,43.681991,-79.329455
7092,Lipton/Pape,43.680223,-79.344062
7093,Danforth/Gough,43.678401,-79.346289
7094,Chester/Danforth,43.678056,-79.352222
7096,Boston/Queen,43.661508,-79.338931
7097,Montcrest/Broadview,43.671172,-79.354704
7098,Langley/Broadview,43.667819,-79.35347
7099,Cherry/Mill,43.651248,-79.357848
7104,King/River,43.657071,-79.356598
7105,Queen/Sackville,43.6561111,-79.36138888888888
7106,Mill/Tannery,43.652219,-79.354455
7107,Cherry/Distillery Ln,43.650279,-79.356832
7108,Front/Cherry,43.652686,-79.358395
7110,Queen/Berkely,43.6552778,-79.36583333333333
7113,Parliament/Aberdeen,43.665278,-79.368333
7114,Carlton/Parliament,43.664524,-79.36793
7115,Howard St./ Sherbourne St.,43.6712581,-79.376367
7116,Parliament/Bloor,43.671827,-79.371849
7117,Castle Frank/Bloor,43.674083,-79.368579
7118,King/Bay,43.648575,-79.380042
7121,Jarvis/Dundas,43.657266,-79.374756
7122,Niagara/Tecumseth,43.641389,-79.404444
7123,424 Wellington St. W,43.643834,-79.396649
7127,Bay/Davenport,43.672829,-79.390592
7128,Yonge/Aylmer,43.675492,-79.388858
7130,Davenport/Bedford,43.674613,-79.399807
7131,Taddle Creek Park,43.66986,-79.398443
7132,Kendal/Spadina,43.670303,-79.405416
7135,Hanna/Liberty,43.638333,-79.419722
7137,Davenport/Bathurst,43.676667,-79.416111
7138,Davenport/Christie,43.675278,-79.423889
7139,Glen Edyth/Davenport,43.677778,-79.405556
7140,Macpherson/ Spadina,43.675791,-79.40698
7141,Bridgeman/Kendal,43.675556,-79.410278
7142,Bridgeman/Bathurst,43.674444,-79.414722
7143,Kendal/Bernard,43.671513,-79.408317
7144,Palmerston/Vermont,43.671389,-79.416389
7148,King / Jefferson,43.639444,-79.423611
7156,Salem/Bloor,43.6608333,-79.43166666666667
7157,Bloor/Dufferin,43.66083333333333,-79.43583333333333
7158,King/Strachan,43.6422222,-79.41111111111111
7160,King/Tecumseth,43.64333333333333,-79.40555555555557
7162,Hayter/Laplante,43.6591666666667,-79.3855555555556
7163,Yonge/Wood,43.6622222,-79.3825
7167,Moss Park,43.6544444,-79.3711111111111
7168,Queens Quay/Yonge,43.641646,-79.375308
7170,Spadina / Willcocks,43.6616667,-79.40138888888889
7174,Bloor/Dundas St W,43.6563889,-79.45166666666667
7178,Dundas St W/Edna Ave,43.6575,-79.4525
7181,Lansdowne/Whytock,43.6538888888889,-79.4413888888889
7183,Margueretta/College,43.6513888888889,-79.4377777777778
7184,Ossington Ave/College St.,43.6544915,-79.422634
7189,Augusta/Denison Sq,43.6541666666667,-79.4019444444445
7190,St. George/Hoskin,43.664059,-79.398334
7192,Harbord/ Clinton,43.660167,-79.416277
7193,Queen/Gladstone,43.6430555555556,-79.4275
7199,College/Markham,43.6563888888889,-79.4091666666667
7205,Rusholme Park/College,43.65277778,-79.42972222
7210,Mary McCormick Rec Centre,43.6475,-79.43305555555555
7211,Fort York/Garrison,43.6375,-79.40611111111112
7002,St George St / Bloor St W,43.667333,-79.399429
7005,University Ave / King St W,43.648093,-79.384749
7008,Wellesley/Queen's Park,43.663376,-79.392125
7010,King St W / Spadina Ave,43.645323,-79.395003
7013,Scott St / The Esplanade,43.64656,-79.375274
7017,"Widmer St / Adelaide St ",43.647145,-79.391479
7037,Bathurst St / Dundas St,43.6523,-79.4058
7040,Euclid Ave / Bloor St.,43.6643,-79.415
7043,Queens Quay / Lower Simcoe,43.63951,-79.383717
7058,Huron/ Harbord St,43.6637,-79.400053
7060,Princess Ave / Adelaide St,43.652123,-79.367139
7063,Queens Park / Bloor St W,43.668327,-79.39355
7064,51 Parliament St,43.65205,-79.362198
7072,Queen St W / Shaw St,43.644524,-79.416519
7077,College Park South,43.659777,-79.382767
7086,Cedarvale/Danforth,43.686829,-79.311073
7089,Church St / Wood,43.662712,-79.379903
7112,Liberty/Fraser,43.637981,-79.424146
7124,Dundas/Broadview,43.662365,-79.351104
7146,"Benson/Christie ""Wychwood Barns""",43.68,-79.42500000000001
7150,Dufferin Grove Park,43.6555556,-79.43361111111112
7151,Essex/Christie,43.6686111,-79.42027777777778
7153,Bloor/Christie,43.6638889,-79.41888888888889
7155,Bathurst/Lennox,43.6638889,-79.41055555555556
7164,Victoria/Dundas,43.657189,-79.379953
7172,Strachan and Princes' Blvd,43.635,-79.4088888888889
7173,Cariboo St/ Rail Path,43.66666667,-79.45833333333334
7176,Bathurst/Fort York,43.639179,-79.399595
7177,Liberty/Pirandello,43.6386111111111,-79.4147222222222
7179,Bloor GO/UP Station,43.6575,-79.4502777777778
7182,Sterling/Dundas,43.6508333333333,-79.4430555555556
7198,Queen/Cowan,43.6409,-79.432837
7204,College/Crawford,43.655,-79.418889
7207,Dundas/Crawford,43.649722,-79.416944
7209,Ossington/Harrison,43.651111111111106,-79.4213888888889
7004,University Ave / Elm St,43.656518,-79.389099
7006,Bay St / College St,43.660198,-79.385419
7007,College St / Huron St,43.658148,-79.398167
7009,King St E / Jarvis St,43.650325,-79.372287
7011,Wellington St / Portland St,43.642982,-79.399256
7023,College St / Borden St,43.6571,-79.4056
7024,Dundonald St/ Church St,43.666725,-79.381351
7036,Trinity St/ Front St E,43.651318,-79.36023
7045,Bond St / Queen St E,43.653236,-79.376716
7047,University Ave / Gerrard St W,43.657763,-79.389165
7049,Queen St / Portland St,43.6476,-79.4015
7050,Richmond St E / Jarvis St,43.652634,-79.374222
7054,Navy Wharf Ct. / Bremner Blvd.,43.640722,-79.391051
7062,University Ave / College St,43.659226,-79.390213
7069,Queen St W / Spadina Ave,43.649147,-79.395504
7070,25 York St (ACC/Union Station South),43.643667,-79.380414
7071,Harrison/Dovercourt,43.650981,-79.424534
7078,College St / Major St,43.6576,-79.4032
7091,Danforth/Donlands,43.681329,-79.337506
7103,Jimmie Simpson Park,43.660176,-79.344946
7109,Seaton/Dundas St E,43.658777,-79.369596
7111,King/Douro,43.640885,-79.416379
7120,Gerrard/River,43.663993,-79.358534
7129,Davenport/Avenue,43.674991,-79.396273
7133,Summerhill Station,43.681944,-79.390556
7149,Yarmouth/Christie,43.67,-79.42083333333333
7152,Bloor/Ossington,43.6619444,-79.42555555555556
7169,Front/Bay,43.646162,-79.378912
7191,Central Tech,43.661975,-79.407896
7194,Mortimer/Coxwell,43.690564,-79.326319
7195,Ulster/Bathurst,43.66,-79.4088888888889
7196,Roxton/Harbord,43.6588888888889,-79.4233333333333
7197,Queen/Dovercourt,43.6436111111111,-79.4225
7206,Claremont/Dundas,43.651667,-79.411667
7208,College/Clinton,43.656296,-79.414663
7014,Sherbourne / Carlton (Allan Gardens),43.663102,-79.373181
7051,Wellesley St E. / Yonge St,43.66506,-79.38357
7066,Willcocks St / St. George St,43.662237,-79.397716
7126,Yonge/Yorkville,43.671944,-79.387778
7015,King St W / Bay St,43.64852,-79.380576
7016,Ferry Ramp / Queens Quay W,43.640823,-79.376265
7027,Beverly  St / Dundas St W,43.652823,-79.393388
7031,Jarvis St / Isabella St,43.669192,-79.379128
7035,Queen St / Ossington Ave,43.643975,-79.419576
7041,Edward St / Yonge St,43.656729,-79.382736
7087,Danforth/Aldridge,43.684371,-79.316756
7134,Marlborough/Yonge,43.68,-79.391111
7136,Queen/Close,43.640634,-79.435841
7154,Bathurst Subway Station,43.6666667,-79.41166666666668
7161,Beverly/College,43.6575,-79.39527777777778
7180,Lansdowne/Wade,43.6591666666667,-79.4427777777778
7188,Atlantic/Liberty,43.6366666666667,-79.4197222222222
7202,City Hall,43.651667,-79.384167
7203,Bathurst / Queens Quay,43.634982,-79.397574
7216,Wellington Dog Park,43.641281,-79.409339
7019,Temperance St / Yonge St,43.650855,-79.379492
7022,Simcoe St / Queen St W,43.650858,-79.387582
7025,Ted Rogers Way,43.671293,-79.380471
7033,Union Station,43.645566,-79.379438
7039,Simcoe St / Dundas St W,43.653743,-79.38882
7052,Wellington St W / Bay St,43.647259,-79.379878
7053,Metro Hall Plaza,43.645859,-79.38783
7068,Dockside Dr / Queens Quay E.,43.644272,-79.367766
7074,Spadina Ave / Sussex Ave,43.664137,-79.402496
7075,Queens Quay W / Dan Leckie Way,43.636533,-79.395854
7076,York St / Queens Quay W,43.640132,-79.380464
7101,Lower Sherbourne/The Esplanade,43.647756,-79.366415
7171,Ontario Place Blvd/Remembrance,43.632999,-79.408671
7175,HTO Park,43.6386,-79.3875
7020,Phoebe St / Spadina Ave,43.650033,-79.396555
7042,Sherbourne St / Wellesley St,43.6673,-79.374
7030,Bay St / Wellesley St W,43.664088,-79.387095
7048,Front/Yonge (Hockey Hall of Fame),43.646144,-79.377962
7056,Parliament St / Gerrard St,43.661149,-79.366648
7061,Bloor St / Brunswick Ave,43.665876,-79.407224
7067,Yonge St. / Harbour St.,43.643795,-79.375413
7095,Danforth/Ellerbeck,43.677076,-79.35667
7119,Sumach/Winchester,43.66721,-79.362379
7147,King St / Mowat,43.6394444,-79.42527777777778
7100,Dundas/Regent Park Blvd,43.660207,-79.361275
7102,Nelson/John,43.648711,-79.389728
